SA2 - Residence,SA2 - Place of Work,Count
Quakers Hill - Acacia Gardens,Mosman,12
Riverstone - Marsden Park,Mosman,4
Glendenning Dean Park,Mosman,4
Hassall Grove - Plumpton,Mosman,3
Lethbridge Park - Tregear,Mosman,3
Mount Druitt - Whalan,Mosman,3
Mascot - Eastlakes,Mosman,11
Pagewood - Hillsdale - Daceyville,Mosman,8
Marrickville,Mosman,35
Petersham - Stanmore,Mosman,28
Sydenham - Tempe - St Peters,Mosman,13
Darlinghurst,Mosman,17
Erskineville - Alexandria,Mosman,24
Glebe - Forest Lodge,Mosman,27
Newtown - Camperdown - Darlington,Mosman,37
Potts Point - Woolloomooloo,Mosman,28
Pyrmont - Ultimo,Mosman,30
Redfern - Chippendale,Mosman,21
Surry Hills,Mosman,26
Sydney - Haymarket - The Rocks,Mosman,39
Waterloo - Beaconsfield,Mosman,23
Bondi - Tamarama - Bronte,Mosman,15
Bondi Beach - North Bondi,Mosman,21
Bondi Junction - Waverly,Mosman,14
Double Bay - Bellevue Hill,Mosman,27
Dover Heights,Mosman,11
Paddington - Moore Park,Mosman,24
Rose Bay - Vaucluse - Watsons Bay,Mosman,7
Woollahra,Mosman,6
Coogee - Clovelly,Mosman,25
Kensington - Kingsford,Mosman,16
Malabar - La Perouse - Chifley,Mosman,12
Maroubra,Mosman,17
Randwick,Mosman,27
Bankstown,Mosman,15
Bass Hill - Georges Hall,Mosman,8
Condell Park,Mosman,4
Greenacre - Mount Lewis,Mosman,4
Padstow,Mosman,3
Panania - Milperra - Picnic Point,Mosman,12
Revesby,Mosman,9
Belmore - Belfield,Mosman,10
Canterbury (South) - Campsie,Mosman,20
Kingsgrove (North) - Earlwood,Mosman,18
Lakemba - Wiley Park,Mosman,15
Punchbowl,Mosman,3
Roselands,Mosman,8
Hurstville,Mosman,22
Mortdale - Penshurst,Mosman,14
Narwee - Beverly Hills,Mosman,3
Oatley - Hurstville Grove,Mosman,3
Peakhurst - Lugarno,Mosman,5
Riverwood,Mosman,7
South Hurstville - Blakehurst,Mosman,12
Arncliffe - Bardwell Valley,Mosman,3
Bexley,Mosman,14
Kingsgrove (South) - Bardwell Park,Mosman,9
Kogarah,Mosman,6
Kogarah Bay - Carlton - Allawah,Mosman,9
Monterey - Brighton-le-Sands - Kyeemagh,Mosman,8
Rockdale - Banksia,Mosman,30
Sans Souci - Ramsgate,Mosman,5
Concord - Mortlake - Cabarita,Mosman,19
Concord West - North Strathfield,Mosman,16
Drummoyne - Rodd Point,Mosman,14
Five Dock - Abbotsford,Mosman,15
Balmain,Mosman,15
Leichhardt - Annandale,Mosman,45
Lilyfield - Rozelle,Mosman,18
Ashfield,Mosman,27
Burwood - Croydon,Mosman,28
Canterbury (North) - Ashbury,Mosman,4
Croydon Park - Enfield,Mosman,23
Dulwich Hill - Lewisham,Mosman,19
Haberfield - Summer Hill,Mosman,15
Homebush,Mosman,10
Strathfield,Mosman,28
Chatswood (East) - Artarmon,Mosman,67
Chatswood (West) - Lane Cove North,Mosman,71
Lane Cove - Greenwich,Mosman,103
St Leonards - Naremburn,Mosman,47
Willoughby - Castle Cove - Northbridge,Mosman,128
Asquith - Mount Colah,Mosman,15
Berowra - Brooklyn - Cowan,Mosman,6
Hornsby - Waitara,Mosman,32
Normanhurst - Thornleigh - Westleigh,Mosman,22
Gordon - Killara,Mosman,42
Lindfield - Roseville,Mosman,48
Pymble,Mosman,24
St Ives,Mosman,27
Turramurra,Mosman,25
Wahroonga - Warrawee,Mosman,26
Cremorne - Cammeray,Mosman,295
Crows Nest - Waverton,Mosman,117
Mosman,Mosman,2718
Neutral Bay - Kirribilli,Mosman,199
North Sydney - Lavender Bay,Mosman,51
Balgowlah - Clontarf - Seaforth,Mosman,288
Manly - Fairlight,Mosman,172
Avalon - Palm Beach,Mosman,40
Bayview - Elanora Heights,Mosman,40
Newport - Bilgola,Mosman,59
Warriewood - Mona Vale,Mosman,68
Beacon Hill - Narraweena,Mosman,64
Cromer,Mosman,50
Dee Why - North Curl Curl,Mosman,171
Forestville - Killarney Heights,Mosman,54
Frenchs Forest - Belrose,Mosman,121
Freshwater - Brookvale,Mosman,165
Manly Vale - Allambie Heights,Mosman,166
Narrabeen - Collaroy,Mosman,131
Terrey Hills - Duffys Forest,Mosman,8
Mount Annan - Currans Hill,Mosman,3
Bradbury - Wedderburn,Mosman,5
Campbelltown - Woodbine,Mosman,4
Claymore - Eagle Vale - Raby,Mosman,8
Ingleburn - Denham Court,Mosman,3
Leumeah - Minto Heights,Mosman,4
Macquarie Fields - Glenfield,Mosman,11
Minto - St Andrews,Mosman,3
The Oaks - Oakdale,Mosman,5
Blaxland - Warrimoo - Lapstone,Mosman,6
Katoomba - Leura,Mosman,6
Lawson - Hazelbrook - Linden,Mosman,4
Springwood - Winmalee,Mosman,7
Emu Plains - Leonay,Mosman,5
Glenmore Park - Regentville,Mosman,7
Jamisontown - South Penrith,Mosman,3
Kingswood - Werrington,Mosman,4
Yarramundi - Londonderry,Mosman,3
Erskine Park,Mosman,3
St Clair,Mosman,8
Auburn,Mosman,18
Homebush Bay - Silverwater,Mosman,12
Lidcombe - Regents Park,Mosman,27
Carlingford,Mosman,16
Ermington - Rydalmere,Mosman,20
Oatlands - Dundas Valley,Mosman,14
Chester Hill - Sefton,Mosman,8
Fairfield - East,Mosman,4
Granville - Clyde,Mosman,8
Greystanes - Pemulwuy,Mosman,3
Guildford - South Granville,Mosman,3
Guildford West - Merrylands West,Mosman,4
Merrylands - Holroyd,Mosman,7
Girraween - Westmead,Mosman,12
North Parramatta,Mosman,7
North Rocks,Mosman,3
Northmead,Mosman,12
Parramatta - Rosehill,Mosman,10
Toongabbie - Constitution Hill,Mosman,4
Winston Hills,Mosman,3
Epping - North Epping,Mosman,21
Pennant Hills - Cheltenham,Mosman,14
Eastwood - Denistone,Mosman,11
Gladesville - Huntleys Point,Mosman,31
Hunters Hill - Woolwich,Mosman,14
Macquarie Park - Marsfield,Mosman,23
North Ryde - East Ryde,Mosman,24
Ryde - Putney,Mosman,41
West Ryde - Meadowbank,Mosman,17
Ashcroft - Busby - Miller,Mosman,3
Green Valley - Cecil Hills,Mosman,3
Bonnyrigg Heights - Bonnyrigg,Mosman,4
Bossley Park - Abbotsbury,Mosman,6
Cabramatta - Lansvale,Mosman,3
Cabramatta West - Mount Pritchard,Mosman,7
Canley Vale - Canley Heights,Mosman,3
Fairfield,Mosman,9
Fairfield - West,Mosman,4
St Johns Park - Wakeley,Mosman,3
Casula,Mosman,3
Holsworthy - Wattle Grove,Mosman,11
Liverpool - Warwick Farm,Mosman,9
Prestons - Lurnea,Mosman,3
Caringbah - Lilli Pilli,Mosman,11
Cronulla - Kurnell - Bundeena,Mosman,13
Gymea - Grays Point,Mosman,7
Miranda - Yowie Bay,Mosman,4
Sylvania - Taren Point,Mosman,3
Engadine - Loftus,Mosman,11
Heathcote - Waterfall,Mosman,3
Illawong - Alfords Point,Mosman,3
Menai - Lucas Heights - Woronora,Mosman,3
Oyster Bay - Como - Jannali,Mosman,10
Sutherland - Kirrawee,Mosman,15
No Usual Address (NSW),Mosman,12
Avoca Beach - Copacabana,Neutral Bay - Kirribilli,8
Box Head - MacMasters Beach,Neutral Bay - Kirribilli,4
Erina - Green Point,Neutral Bay - Kirribilli,3
Gosford - Springfield,Neutral Bay - Kirribilli,4
Kariong,Neutral Bay - Kirribilli,3
Point Clare - Koolewong,Neutral Bay - Kirribilli,3
Saratoga - Davistown,Neutral Bay - Kirribilli,3
Terrigal - North Avoca,Neutral Bay - Kirribilli,8
Wamberal - Forresters Beach,Neutral Bay - Kirribilli,3
Woy Woy - Blackwall,Neutral Bay - Kirribilli,9
Wyoming,Neutral Bay - Kirribilli,5
Bateau Bay - Killarney Vale,Neutral Bay - Kirribilli,5
Chittaway Bay - Tumbi Umbi,Neutral Bay - Kirribilli,3
Tuggerah - Kangy Angy,Neutral Bay - Kirribilli,3
Warnervale - Wadalba,Neutral Bay - Kirribilli,4
Bathurst,Neutral Bay - Kirribilli,3
Nyngan - Warren,Neutral Bay - Kirribilli,3
Kiama Hinterland - Gerringong,Neutral Bay - Kirribilli,3
Balgownie - Fairy Meadow,Neutral Bay - Kirribilli,3
Thirroul - Austinmer - Coalcliff,Neutral Bay - Kirribilli,3
Woonona - Bulli - Russell Vale,Neutral Bay - Kirribilli,3
Mittagong,Neutral Bay - Kirribilli,3
Moss Vale - Berrima,Neutral Bay - Kirribilli,3
Robertson - Fitzroy Falls,Neutral Bay - Kirribilli,3
Baulkham Hills (East),Neutral Bay - Kirribilli,20
Baulkham Hills (West) - Bella Vista,Neutral Bay - Kirribilli,13
Castle Hill,Neutral Bay - Kirribilli,21
Cherrybrook,Neutral Bay - Kirribilli,28
Glenhaven,Neutral Bay - Kirribilli,6
Kellyville,Neutral Bay - Kirribilli,8
West Pennant Hills,Neutral Bay - Kirribilli,18
Dural - Kenthurst - Wisemans Ferry,Neutral Bay - Kirribilli,20
Galston - Laughtondale,Neutral Bay - Kirribilli,5
Kurrajong Heights - Ebenezer,Neutral Bay - Kirribilli,3
Pitt Town - McGraths Hill,Neutral Bay - Kirribilli,3
Rouse Hill - Beaumont Hills,Neutral Bay - Kirribilli,12
Blacktown (East) - Kings Park,Neutral Bay - Kirribilli,9
Blacktown (North) - Marayong,Neutral Bay - Kirribilli,4
Blacktown (South),Neutral Bay - Kirribilli,3
Doonside - Woodcroft,Neutral Bay - Kirribilli,7
Lalor Park - Kings Langley,Neutral Bay - Kirribilli,5
Seven Hills - Toongabbie,Neutral Bay - Kirribilli,12
Glenwood,Neutral Bay - Kirribilli,8
Parklea - Kellyville Ridge,Neutral Bay - Kirribilli,11
Quakers Hill - Acacia Gardens,Neutral Bay - Kirribilli,13
Bidwill - Hebersham - Emerton,Neutral Bay - Kirribilli,5
Hassall Grove - Plumpton,Neutral Bay - Kirribilli,3
Rooty Hill - Minchinbury,Neutral Bay - Kirribilli,4
Botany,Neutral Bay - Kirribilli,9
Mascot - Eastlakes,Neutral Bay - Kirribilli,7
Pagewood - Hillsdale - Daceyville,Neutral Bay - Kirribilli,4
Marrickville,Neutral Bay - Kirribilli,26
Petersham - Stanmore,Neutral Bay - Kirribilli,20
Sydenham - Tempe - St Peters,Neutral Bay - Kirribilli,11
Darlinghurst,Neutral Bay - Kirribilli,25
Erskineville - Alexandria,Neutral Bay - Kirribilli,26
Glebe - Forest Lodge,Neutral Bay - Kirribilli,26
Newtown - Camperdown - Darlington,Neutral Bay - Kirribilli,36
Potts Point - Woolloomooloo,Neutral Bay - Kirribilli,28
Pyrmont - Ultimo,Neutral Bay - Kirribilli,38
Redfern - Chippendale,Neutral Bay - Kirribilli,31
Surry Hills,Neutral Bay - Kirribilli,35
Sydney - Haymarket - The Rocks,Neutral Bay - Kirribilli,39
Waterloo - Beaconsfield,Neutral Bay - Kirribilli,32
Bondi - Tamarama - Bronte,Neutral Bay - Kirribilli,25
Bondi Beach - North Bondi,Neutral Bay - Kirribilli,31
Bondi Junction - Waverly,Neutral Bay - Kirribilli,16
Double Bay - Bellevue Hill,Neutral Bay - Kirribilli,29
Dover Heights,Neutral Bay - Kirribilli,18
Paddington - Moore Park,Neutral Bay - Kirribilli,24
Rose Bay - Vaucluse - Watsons Bay,Neutral Bay - Kirribilli,7
Woollahra,Neutral Bay - Kirribilli,8
Coogee - Clovelly,Neutral Bay - Kirribilli,32
Kensington - Kingsford,Neutral Bay - Kirribilli,31
Malabar - La Perouse - Chifley,Neutral Bay - Kirribilli,17
Maroubra,Neutral Bay - Kirribilli,20
Randwick,Neutral Bay - Kirribilli,30
Bankstown,Neutral Bay - Kirribilli,6
Bass Hill - Georges Hall,Neutral Bay - Kirribilli,6
Condell Park,Neutral Bay - Kirribilli,7
Greenacre - Mount Lewis,Neutral Bay - Kirribilli,8
Padstow,Neutral Bay - Kirribilli,7
Panania - Milperra - Picnic Point,Neutral Bay - Kirribilli,4
Revesby,Neutral Bay - Kirribilli,4
Yagoona - Birrong,Neutral Bay - Kirribilli,4
Belmore - Belfield,Neutral Bay - Kirribilli,12
Canterbury (South) - Campsie,Neutral Bay - Kirribilli,30
Kingsgrove (North) - Earlwood,Neutral Bay - Kirribilli,18
Lakemba - Wiley Park,Neutral Bay - Kirribilli,10
Punchbowl,Neutral Bay - Kirribilli,5
Roselands,Neutral Bay - Kirribilli,7
Hurstville,Neutral Bay - Kirribilli,10
Mortdale - Penshurst,Neutral Bay - Kirribilli,19
Narwee - Beverly Hills,Neutral Bay - Kirribilli,10
Oatley - Hurstville Grove,Neutral Bay - Kirribilli,14
Peakhurst - Lugarno,Neutral Bay - Kirribilli,9
Riverwood,Neutral Bay - Kirribilli,5
South Hurstville - Blakehurst,Neutral Bay - Kirribilli,15
Arncliffe - Bardwell Valley,Neutral Bay - Kirribilli,16
Bexley,Neutral Bay - Kirribilli,13
Kingsgrove (South) - Bardwell Park,Neutral Bay - Kirribilli,5
Kogarah,Neutral Bay - Kirribilli,7
Kogarah Bay - Carlton - Allawah,Neutral Bay - Kirribilli,11
Monterey - Brighton-le-Sands - Kyeemagh,Neutral Bay - Kirribilli,8
Rockdale - Banksia,Neutral Bay - Kirribilli,34
Sans Souci - Ramsgate,Neutral Bay - Kirribilli,12
Concord - Mortlake - Cabarita,Neutral Bay - Kirribilli,9
Concord West - North Strathfield,Neutral Bay - Kirribilli,19
Drummoyne - Rodd Point,Neutral Bay - Kirribilli,21
Five Dock - Abbotsford,Neutral Bay - Kirribilli,38
Balmain,Neutral Bay - Kirribilli,30
Leichhardt - Annandale,Neutral Bay - Kirribilli,46
